tx	gene_id	SRR29279085	SRR29279086	SRR29279087	SRR29279088	SRR29279093	SRR29279094	SRR29279095	SRR29279096	SRR29279101	SRR29279102	SRR29279103	SRR29279104	SRR29279109	SRR29279110	SRR29279111	SRR29279112	SRR29279117	SRR29279118	SRR29279119	SRR29279120	SRR29279125	SRR29279126	SRR29279127	SRR29279128	SRR29279133	SRR29279134	SRR29279135	SRR29279136	SRR29279141	SRR29279142	SRR29279143	SRR29279144	SRR29279149	SRR29279150	SRR29279151	SRR29279152	SRR29279157	SRR29279158	SRR29279159	SRR29279160	SRR29279161	SRR29279162	SRR29279163	SRR29279164	SRR29279165	SRR29279166	SRR29279167	SRR29279168	SRR29279169	SRR29279170	SRR29279171	SRR29279172	SRR29279173	SRR29279174	SRR29279175	SRR29279176	SRR29279177	SRR29279178	SRR29279179	SRR29279180
C1_00740C_A-T	C1_00740C_A	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172	1172
C1_00750C_A-T	C1_00750C_A	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276
C1_00760W_A-T	C1_00760W_A	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410
C1_00770C_A-T	C1_00770C_A	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533	533
C1_00780C_A-T	C1_00780C_A	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108	2108
C1_00790W_A-T	C1_00790W_A	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851	851
C1_00800C_A-T	C1_00800C_A	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404
C1_00810W_A-T	C1_00810W_A	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632	632
C1_00820W_A-T	C1_00820W_A	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797	797
C1_00830W_A-T	C1_00830W_A	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550
C1_00840C_A-T	C1_00840C_A	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481	1481
C1_00850W_A-T	C1_00850W_A	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497
C1_00860W_A-T	C1_00860W_A	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752	752
C1_00870W_A-T	C1_00870W_A	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847	1847
C1_00880W_A-T	C1_00880W_A	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376	1376
C1_00890W_A-T	C1_00890W_A	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901	1901
C1_00900W_A-T	C1_00900W_A	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368	368
C1_00910W_A-T	C1_00910W_A	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509
C1_00920W_A-T	C1_00920W_A	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587	3587
C1_00930C_A-T	C1_00930C_A	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986	3986
C1_00940W_A-T	C1_00940W_A	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125
C1_00950C_A-T	C1_00950C_A	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712	1712
C1_00960C_A-T	C1_00960C_A	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873	2873
C1_00970W_A-T	C1_00970W_A	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209
C1_00980W_A-T	C1_00980W_A	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977	28.977
C1_00990C_A-T	C1_00990C_A	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684
C1_01000C_A-T	C1_01000C_A	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842	842
C1_01010W_A-T	C1_01010W_A	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221
C1_01020W_A-T	C1_01020W_A	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935
C1_01030W_A-T	C1_01030W_A	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770
C1_01040W_A-T	C1_01040W_A	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194
C1_01050C_A-T	C1_01050C_A	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689	689
C1_01060W_A-T	C1_01060W_A	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206	206
C1_01070C_A-T	C1_01070C_A	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175	1175
C1_01080W_A-T	C1_01080W_A	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256	1256
C1_01090C_A-T	C1_01090C_A	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592	59.592
C1_01100W_A-T	C1_01100W_A	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515	6515
C1_01110C_A-T	C1_01110C_A	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280
C1_01130W_A-T	C1_01130W_A	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958
C1_01140C_A-T	C1_01140C_A	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853	1853
C1_01150C_A-T	C1_01150C_A	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820
C1_01160C_A-T	C1_01160C_A	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563	563
C1_01170C_A-T	C1_01170C_A	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967
C1_01180C_A-T	C1_01180C_A	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574
C1_01190C_A-T	C1_01190C_A	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142	1142
C1_01200W_A-T	C1_01200W_A	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673
C1_01210W_A-T	C1_01210W_A	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998
C1_01220C_A-T	C1_01220C_A	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503	503
C1_01240W_A-T	C1_01240W_A	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800
C1_01250W_A-T	C1_01250W_A	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625	1625
C1_01260C_A-T	C1_01260C_A	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203
C1_01270W_A-T	C1_01270W_A	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034	1034
C1_01280C_A-T	C1_01280C_A	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004
C1_01290C_A-T	C1_01290C_A	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024	2024
C1_01300W_A-T	C1_01300W_A	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734	734
C1_01310W_A-T	C1_01310W_A	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002	104.002
C1_01320W_A-T	C1_01320W_A	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277	1277
C1_01330C_A-T	C1_01330C_A	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230	230
C1_01340C_A-T	C1_01340C_A	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617	617
C1_01350C_A-T	C1_01350C_A	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944	944
C1_01360C_A-T	C1_01360C_A	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733	1733
C1_01370C_A-T	C1_01370C_A	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725	25.725
C1_01380C_A-T	C1_01380C_A	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406	1406
C1_01390C_A-T	C1_01390C_A	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574	1574
C1_01400C_A-T	C1_01400C_A	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226	1226
C1_01420C_A-T	C1_01420C_A	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791	791
C1_01440C_A-T	C1_01440C_A	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149
C1_01450W_A-T	C1_01450W_A	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451	1451
C1_01460W_A-T	C1_01460W_A	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729	2729
C1_01470W_A-T	C1_01470W_A	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046	1046
C1_01480C_A-T	C1_01480C_A	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500
